Date,Entry_id,Temperature,Turbidity,Dissolved_Oxygen,pH,Ammonia,Nitrate,Fish_Length,Fish_Weight
2021-07-07 15:25:08,45,26.1875,100,16.212,7.25338,55.82808,480,15.37142856,39.34285716
2021-07-07 15:25:27,46,26.1875,100,22.829,7.24431,107.66618,629,15.37142856,39.34285716
2021-07-07 15:25:47,47,26.1875,100,21.862,7.23977,369.4296,577,15.37142856,39.34285716
2021-07-07 15:26:06,48,26.1875,100,18.055,7.24431,1789.29675,566,15.37142856,39.34285716
2021-07-07 15:26:26,49,26.125,100,14.582,7.24431,20254.27539,561,15.37142856,39.34285716
2021-07-07 15:26:45,50,26.125,100,25.16,7.24431,106962.9453,560,15.37142856,39.34285716
2021-07-07 15:27:05,51,26.1875,100,16.813,7.24431,11315202.0,558,15.37142856,39.34285716
2021-07-07 15:45:13,52,26.1875,100,12.945,7.24431,34995800.0,594,15.37142856,39.34285716
2021-07-07 15:45:33,53,26.25,100,17.095,7.23977,13366.67383,579,15.37142856,39.34285716
2021-07-07 15:46:29,54,26.25,100,11.894,7.23977,290837.9375,619,15.37142856,39.34285716
2021-07-07 15:46:49,55,26.25,100,11.749,7.24431,54287.89844,611,15.37142856,39.34285716
2021-07-07 15:47:08,56,26.1875,100,22.037,7.23977,346731.2813,630,15.37142856,39.34285716
2021-07-07 15:48:05,57,26.1875,100,11.81,7.23977,790.75342,655,15.37142856,39.34285716
2021-07-07 15:48:25,58,26.1875,100,14.894,7.24431,4368.87793,670,15.37142856,39.34285716
2021-07-07 15:48:45,59,26.1875,100,18.306,7.24431,16648622.0,611,15.37142856,39.34285716
2021-07-07 15:58:11,60,26.25,100,20.225,7.23977,1885679.75,579,15.37142856,39.34285716
2021-07-07 15:58:30,61,26.3125,100,10.661,7.23977,87726232.0,579,15.37142856,39.34285716
2021-07-07 15:58:50,62,26.25,100,18.458,7.24431,36054.70313,591,15.37142856,39.34285716
2021-07-07 15:59:10,63,26.25,100,21.862,7.23977,696539.0,628,15.37142856,39.34285716
2021-07-07 15:59:29,64,26.25,100,15.923,7.23977,218725.9531,539,15.37142856,39.34285716
2021-07-07 15:59:49,65,26.3125,100,11.133,7.24885,34473.55469,601,15.37142856,39.34285716
2021-07-07 16:00:08,66,26.25,100,13.28,7.24431,1323.93115,636,15.37142856,39.34285716
2021-07-07 16:00:28,67,26.25,100,7.127,7.24431,790.75342,609,15.37142856,39.34285716
2021-07-07 16:00:48,68,26.3125,100,22.456,7.24431,218.75964,621,15.37142856,39.34285716
2021-07-07 16:01:07,69,26.25,100,17.651,7.24431,463.24637,752,15.37142856,39.34285716
2021-07-07 17:53:04,70,26.4375,100,3.586,7.23977,2773230848.0,629,15.37142856,39.34285716
2021-07-07 17:54:20,71,26.375,100,4.713,7.23977,427988.9063,625,15.37142856,39.34285716
2021-07-07 17:54:40,72,26.375,100,1.165,7.23523,85323.99219,627,15.37142856,39.34285716
2021-07-07 17:54:59,73,26.375,100,4.317,7.23977,26214.56836,624,15.37142856,39.34285716
2021-07-07 17:55:19,74,26.375,100,0.692,7.23069,1775.1438,684,15.37142856,39.34285716
2021-07-07 17:55:38,75,26.375,100,4.127,7.22615,4051.75269,690,15.37142856,39.34285716
2021-07-07 17:55:58,76,26.375,100,4.241,7.22161,5250.39746,663,15.37142856,39.34285716
2021-07-07 17:56:18,77,26.3125,100,9.069,7.23977,18014.52539,697,15.37142856,39.34285716
2021-07-07 18:05:05,78,26.4375,100,4.637,7.23977,48437.01172,646,15.37142856,39.34285716
2021-07-07 18:05:25,79,26.4375,100,11.079,7.23523,9031.7959,647,15.37142856,39.34285716
2021-07-07 18:05:44,80,26.375,100,5.513,7.23977,17335.97852,699,15.37142856,39.34285716
2021-07-07 18:06:04,81,26.375,100,6.122,7.23977,12442.54102,662,15.37142856,39.34285716
2021-07-07 18:06:23,82,26.4375,100,8.178,7.23069,586.08142,686,15.37142856,39.34285716
2021-07-07 18:06:43,83,26.375,100,0.548,7.24431,247.34677,714,15.37142856,39.34285716
2021-07-07 18:07:03,84,26.375,100,12.64,7.23977,170.4173,703,15.37142856,39.34285716
2021-07-07 18:07:22,85,26.375,100,7.043,7.23069,202.55035,688,15.37142856,39.34285716
2021-07-07 18:07:42,86,26.3125,100,9.663,7.23523,841.2066,726,15.37142856,39.34285716
2021-07-07 18:08:02,87,26.375,100,3.457,7.23523,67655.02344,657,15.37142856,39.34285716
2021-07-07 18:18:06,88,26.375,100,0.0,7.24431,1382594688.0,625,15.37142856,39.34285716
2021-07-07 18:19:05,89,26.375,100,10.95,7.24431,25556464.0,624,15.37142856,39.34285716
2021-07-07 18:19:24,90,26.375,100,5.52,7.24431,25556464.0,627,15.37142856,39.34285716
2021-07-07 18:19:44,91,26.375,100,3.815,7.23977,36601.32813,611,15.37142856,39.34285716
2021-07-07 18:20:04,92,26.375,100,0.357,7.24431,1284.86707,656,15.37142856,39.34285716
2021-07-07 18:20:23,93,26.375,100,3.921,7.23069,2209.4458,656,15.37142856,39.34285716
2021-07-07 18:20:43,94,26.375,100,2.421,7.24431,556.57483,659,15.37142856,39.34285716
2021-07-07 18:21:03,95,26.3125,100,10.036,7.23069,1775.1438,684,15.37142856,39.34285716
2021-07-07 18:21:22,96,26.375,100,1.332,7.23069,3312.44873,619,15.37142856,39.34285716
2021-07-07 18:21:42,97,26.375,100,5.353,7.24885,16479.16211,675,15.37142856,39.34285716
2021-07-07 18:22:01,98,26.375,100,6.975,7.24431,1518.15613,634,15.37142856,39.34285716
2021-07-07 18:22:21,99,26.375,100,5.246,7.23069,953.97131,653,15.37142856,39.34285716
2021-07-07 18:22:41,100,26.375,100,10.044,7.23523,571.10406,666,15.37142856,39.34285716
2021-07-07 18:23:00,101,26.375,100,0.0,7.23977,677.1795,688,15.37142856,39.34285716
2021-07-07 18:23:20,102,26.4375,100,5.65,7.23977,1054.15576,656,15.37142856,39.34285716
2021-07-07 18:23:39,103,26.375,100,9.031,7.24431,17335.97852,668,15.37142856,39.34285716
2021-07-07 18:23:59,104,26.3125,100,6.754,7.23523,1506.51636,638,15.37142856,39.34285716
2021-07-07 18:24:18,105,26.375,100,3.0,7.23977,3796.76123,624,15.37142856,39.34285716
2021-07-07 18:24:38,106,26.375,100,4.165,7.24431,512.25293,658,15.37142856,39.34285716
2021-07-07 18:24:57,107,26.375,100,1.705,7.24885,646.49841,643,15.37142856,39.34285716
2021-07-07 18:25:17,108,26.3125,100,1.515,7.24431,154.11546,716,15.37142856,39.34285716
2021-07-07 18:25:36,109,26.375,100,7.683,7.23977,8642.90918,688,15.37142856,39.34285716
2021-07-07 18:25:56,110,26.3125,100,0.0,7.22161,47666.09766,630,15.37142856,39.34285716
2021-07-07 18:26:15,111,26.375,100,2.969,7.23523,675741.5625,647,15.37142856,39.34285716
2021-07-07 18:26:35,112,26.4375,100,5.498,7.23977,75185.10156,702,15.37142856,39.34285716
2021-07-07 18:26:54,113,26.375,100,5.147,7.24431,6904.67139,661,15.37142856,39.34285716
2021-07-07 18:27:14,114,26.375,100,2.916,7.3124,1832.58081,591,15.37142856,39.34285716
2021-07-07 18:27:34,115,26.375,100,0.951,7.24885,1343.98938,633,15.37142856,39.34285716
2021-07-07 18:27:53,116,26.3125,100,5.787,7.24431,601.51935,756,15.37142856,39.34285716
2021-07-07 18:29:27,117,26.3125,100,0.015,7.23977,4051.75269,729,15.37142856,39.34285716
2021-07-07 18:29:46,118,26.3125,100,0.0,7.24431,1706.3324,718,15.37142856,39.34285716
2021-07-07 18:30:43,119,26.3125,100,2.345,7.267,801.64911,609,15.37142856,39.34285716
2021-07-07 18:31:02,120,26.3125,100,0.0,7.23977,463.24637,816,15.37142856,39.34285716
2021-07-07 18:31:22,121,26.375,100,4.348,7.24431,9132.33789,649,15.37142856,39.34285716
2021-07-07 18:31:42,122,26.3125,100,0.0,7.24431,157131.5156,646,15.37142856,39.34285716
2021-07-07 18:32:01,123,26.3125,100,6.411,7.23523,313307.1563,645,15.37142856,39.34285716
2021-07-07 19:06:11,124,26.1875,100,0.0,7.23523,9051959296.0,618,15.37142856,39.34285716
2021-07-07 19:06:50,125,26.1875,100,0.0,7.23977,196011504.0,612,15.37142856,39.34285716
2021-07-07 19:07:49,126,26.25,100,0.0,7.23523,49223.67187,613,15.37142856,39.34285716
2021-07-07 19:08:08,127,26.25,100,0.0,7.24431,45441.60547,572,15.37142856,39.34285716
2021-07-07 19:08:47,128,26.25,100,1.644,7.23523,106962.9453,614,15.37142856,39.34285716
2021-07-07 19:09:07,129,26.25,100,0.0,7.23523,1885679.75,638,15.37142856,39.34285716
2021-07-07 19:20:45,130,26.125,100,0.0,7.24431,1347230.0,611,15.37142856,39.34285716
2021-07-07 19:21:04,131,26.125,100,0.731,7.23523,394993.5,618,15.37142856,39.34285716
2021-07-07 19:21:24,132,26.1875,100,0.0,7.23977,298099.25,611,15.37142856,39.34285716
2021-07-07 19:21:43,133,26.1875,100,0.0,7.23523,22844.20313,596,15.37142856,39.34285716
2021-07-07 19:22:03,134,26.1875,100,0.0,7.24431,4051.75269,597,15.37142856,39.34285716
2021-07-07 19:22:22,135,26.125,100,0.0,7.23523,13528.75195,659,15.37142856,39.34285716
2021-07-07 19:22:42,136,26.1875,100,0.0,7.24431,1069.46143,622,15.37142856,39.34285716
2021-07-07 19:23:38,137,26.125,100,0.0,7.23069,1347230.0,601,15.37142856,39.34285716
2021-07-07 19:23:58,138,26.1875,100,0.0,7.23523,7354.17432,613,15.37142856,39.34285716
2021-07-07 19:24:17,139,26.125,100,0.0,7.23523,66491.92187,626,15.37142856,39.34285716
2021-07-07 19:24:37,140,26.125,100,0.0,7.24431,6623.44824,609,15.37142856,39.34285716
2021-07-07 19:24:57,141,26.125,100,0.0,7.23977,48437.01172,662,15.37142856,39.34285716
2021-07-07 19:26:30,142,26.125,100,0.0,7.23523,133065.0938,624,15.37142856,39.34285716
2021-07-07 19:26:50,143,26.125,100,0.0,7.23523,346731.2813,624,15.37142856,39.34285716
2021-07-07 19:27:09,144,26.1875,100,0.0,7.23523,234449.9063,610,15.37142856,39.34285716
2021-07-07 19:28:06,145,26.1875,100,0.0,7.23977,290837.9375,640,15.37142856,39.34285716
2021-07-07 19:28:26,146,26.1875,100,0.0,7.23977,58022.85547,637,15.37142856,39.34285716
2021-07-07 19:28:45,147,26.125,100,0.0,7.23977,34990.82422,622,15.37142856,39.34285716
2021-07-07 19:29:05,148,26.125,100,0.0,7.23977,239999.625,621,15.37142856,39.34285716
2021-07-07 19:29:25,149,26.1875,100,0.0,7.24431,924941.4375,617,15.37142856,39.34285716
2021-07-07 19:29:45,150,26.1875,100,0.0,7.23977,263905.375,611,15.37142856,39.34285716
2021-07-07 19:30:04,151,26.1875,100,0.0,7.24431,178796.4375,610,15.37142856,39.34285716
2021-07-07 19:30:24,152,26.125,100,2.505,7.23069,4079442.25,625,15.37142856,39.34285716
2021-07-07 19:30:43,153,26.125,100,0.0,7.23977,8096.91553,610,15.37142856,39.34285716
2021-07-07 19:31:03,154,26.1875,100,0.0,7.24431,283797.75,651,15.37142856,39.34285716
2021-07-07 19:31:23,155,26.125,100,0.0,7.23523,6039.73291,612,15.37142856,39.34285716
2021-07-07 19:31:42,156,26.125,100,0.0,7.23523,31558.79883,650,15.37142856,39.34285716
2021-07-07 19:32:02,157,26.125,100,0.0,7.23977,3626.40356,641,15.37142856,39.34285716
2021-07-07 19:32:22,158,26.0625,100,0.0,7.23977,27731.70508,631,15.37142856,39.34285716
2021-07-07 19:32:42,159,26.125,100,0.0,7.23069,2967854.0,628,15.37142856,39.34285716
2021-07-07 19:33:01,160,26.1875,100,0.0,7.24431,7276.87061,614,15.37142856,39.34285716
2021-07-07 19:33:21,161,26.125,100,0.0,7.23523,37725.66016,641,15.37142856,39.34285716
2021-07-07 19:33:41,162,26.125,100,0.0,7.23523,25143.01172,644,15.37142856,39.34285716
2021-07-07 19:34:00,163,26.125,100,0.0,7.23977,3528.59619,626,15.37142856,39.34285716
2021-07-07 19:34:20,164,26.125,100,0.0,7.23523,2900.48145,627,15.37142856,39.34285716
2021-07-07 19:35:17,165,26.125,100,0.0,7.23523,138627.7656,623,15.37142856,39.34285716
2021-07-07 19:35:36,166,26.125,100,0.0,7.22615,10571.52637,619,15.37142856,39.34285716
2021-07-07 19:35:56,167,26.125,100,0.0,7.23977,5628.37402,638,15.37142856,39.34285716
2021-07-07 19:36:15,168,26.125,100,0.929,7.24431,5978.80811,643,15.37142856,39.34285716
2021-07-07 19:36:34,169,26.125,100,0.0,7.23523,4206.70996,624,15.37142856,39.34285716
2021-07-07 19:36:54,170,26.0625,100,0.0,7.23977,2173.20898,651,15.37142856,39.34285716
2021-07-07 19:37:14,171,26.125,100,0.0,7.23977,1193.04138,653,15.37142856,39.34285716
2021-07-07 19:37:34,172,26.125,100,0.0,7.23977,1054.15576,646,15.37142856,39.34285716
2021-07-07 19:37:53,173,26.125,100,0.0,7.24431,686.25702,650,15.37142856,39.34285716
2021-07-07 19:38:50,174,26.0625,100,0.0,7.23523,3433.94336,629,15.37142856,39.34285716
2021-07-07 19:39:10,175,26.0625,100,0.0,7.21707,818.32758,639,15.37142856,39.34285716
2021-07-07 19:39:29,176,26.125,100,0.0,7.23523,933.99176,643,15.37142856,39.34285716
2021-07-07 19:39:49,177,26.0625,100,0.0,7.267,3312.44873,641,15.37142856,39.34285716
2021-07-07 19:40:46,178,26.0625,100,0.0,7.23523,2977.71167,656,15.37142856,39.34285716
2021-07-07 19:41:05,179,26.0625,100,0.0,7.23069,2900.48145,645,15.37142856,39.34285716
2021-07-07 19:41:25,180,26.125,100,0.0,7.23977,4582.30371,640,15.37142856,39.34285716
2021-07-07 19:41:44,181,26.0625,100,0.0,7.23069,8096.91553,633,15.37142856,39.34285716
2021-07-07 19:42:04,182,26.125,100,0.137,7.23977,10571.52637,632,15.37142856,39.34285716
2021-07-07 19:43:01,183,26.125,100,0.0,7.23069,111202.3906,618,15.37142856,39.34285716
2021-07-07 19:43:20,184,26.0625,100,0.0,7.23977,49223.67187,633,15.37142856,39.34285716
2021-07-07 19:43:40,185,26.125,100,0.0,7.23977,4808.42969,638,15.37142856,39.34285716
2021-07-07 19:43:59,186,26.125,100,0.0,7.24431,4246.56543,636,15.37142856,39.34285716
2021-07-07 19:44:19,187,26.125,100,0.0,7.23523,3312.44873,636,15.37142856,39.34285716
2021-07-07 19:44:39,188,26.0625,100,0.0,7.23977,4538.62451,638,15.37142856,39.34285716
2021-07-07 19:44:58,189,26.0625,100,0.0,7.24431,28940.71875,638,15.37142856,39.34285716
2021-07-07 19:45:18,190,26.125,100,0.0,7.23977,10941.92871,624,15.37142856,39.34285716
2021-07-07 19:46:15,191,26.0625,100,0.0,7.23977,4089.83008,656,15.37142856,39.34285716
2021-07-07 19:46:35,192,26.125,100,0.0,7.23523,1892.25464,641,15.37142856,39.34285716
2021-07-07 19:47:32,193,26.0625,100,0.0,7.24431,193.90924,675,15.37142856,39.34285716
2021-07-07 19:47:51,194,26.125,100,0.0,7.24431,226.16016,791,15.37142856,39.34285716
2021-07-07 19:48:11,195,26.0625,100,0.0,7.23977,1775.1438,673,15.37142856,39.34285716
2021-07-07 19:48:30,196,26.0625,100,0.0,7.23523,3560.8457,627,15.37142856,39.34285716
2021-07-07 19:48:50,197,26.0625,100,0.0,7.23069,617811.75,641,15.37142856,39.34285716
2021-07-07 19:49:10,198,26.0625,100,0.0,7.23977,22844.20313,644,15.37142856,39.34285716
2021-07-07 19:49:29,199,26.0625,100,0.0,7.24431,10451.44043,649,15.37142856,39.34285716
2021-07-07 19:49:49,200,26.125,100,0.0,7.23523,9987.47559,624,15.37142856,39.34285716
2021-07-07 19:50:08,201,26.125,100,0.0,7.23977,37725.66016,635,15.37142856,39.34285716
2021-07-07 19:50:28,202,26.0625,100,0.0,7.24431,31558.79883,641,15.37142856,39.34285716
2021-07-07 19:50:47,203,26.0625,100,0.0,7.23977,72564.90625,636,15.37142856,39.34285716
2021-07-07 19:51:07,204,26.0625,100,0.0,7.24431,127777.1094,637,15.37142856,39.34285716
2021-07-07 22:22:49,205,25.5625,100,0.0,7.23069,27581268.0,628,15.37142856,39.34285716
2021-07-07 22:23:10,206,25.5625,100,0.0,7.23977,427988.9063,647,15.37142856,39.34285716
2021-07-07 22:23:30,207,25.5,100,0.0,7.23069,1254843.75,659,15.37142856,39.34285716
2021-07-07 22:23:49,208,25.5625,100,0.0,7.23523,15568873.0,645,15.37142856,39.34285716
2021-07-07 22:24:09,209,25.5625,100,0.0,7.23977,924435328.0,642,15.37142856,39.34285716
2021-07-07 22:24:28,210,25.5625,100,0.0,7.23069,27581268.0,640,15.37142856,39.34285716
2021-07-07 22:24:48,211,25.5625,100,0.0,7.23977,172879088.0,633,15.37142856,39.34285716
2021-07-07 22:25:07,212,25.5625,100,0.0,7.23523,153073904.0,631,15.37142856,39.34285716
2021-07-07 22:30:18,213,25.5625,100,0.0,7.23523,1558953.5,656,15.37142856,39.34285716
2021-07-07 22:30:38,214,25.5625,100,0.0,7.23977,144480.0781,655,15.37142856,39.34285716
2021-07-07 22:30:58,215,25.625,100,0.0,7.23977,167530.7188,649,15.37142856,39.34285716
2021-07-07 22:31:17,216,25.5625,100,0.0,7.23977,313307.1563,640,15.37142856,39.34285716
2021-07-07 22:31:37,217,25.5625,100,1.449,7.23523,321274.1875,643,15.37142856,39.34285716
2021-07-07 22:31:57,218,25.5625,100,0.0,7.24431,234449.9063,649,15.37142856,39.34285716
2021-07-07 22:32:17,219,25.5625,100,0.0,7.23069,182759.6719,645,15.37142856,39.34285716
2021-07-07 22:32:36,220,25.5625,100,0.0,7.23977,321274.1875,639,15.37142856,39.34285716
2021-07-07 22:32:56,221,25.5625,100,0.0,7.24431,283797.75,640,15.37142856,39.34285716
2021-07-07 22:33:16,222,25.5625,100,0.0,7.24431,534355.875,642,15.37142856,39.34285716
2021-07-07 22:33:36,223,25.5625,100,0.0,7.23523,117959.1563,634,15.37142856,39.34285716
2021-07-07 22:33:55,224,25.5625,100,0.0,7.23069,234449.9063,634,15.37142856,39.34285716
2021-07-07 22:34:15,225,25.5,100,0.0,7.23069,4713923.0,651,15.37142856,39.34285716
2021-07-07 22:34:35,226,25.5,100,0.0,7.23069,839637.1875,649,15.37142856,39.34285716
2021-07-07 22:34:54,227,25.5625,100,0.0,7.23523,97205.99219,645,15.37142856,39.34285716
2021-07-07 22:35:14,228,25.5625,100,0.0,7.24431,451902.1875,656,15.37142856,39.34285716
2021-07-07 22:35:34,229,25.5,100,0.0,7.23523,1502349.25,652,15.37142856,39.34285716
2021-07-07 22:36:13,230,25.5625,100,0.0,7.23523,3101106.0,640,15.37142856,39.34285716
2021-07-07 22:36:33,231,25.5625,100,0.0,7.22161,763925.1875,659,15.37142856,39.34285716
2021-07-07 22:36:53,232,25.625,100,0.0,7.23069,599884.9375,640,15.37142856,39.34285716
2021-07-07 22:37:12,233,25.5625,100,0.0,7.23977,8932.5957,669,15.37142856,39.34285716
2021-07-07 22:37:32,234,25.5625,100,0.0,7.23523,7673.62598,689,15.37142856,39.34285716
2021-07-07 22:37:52,235,25.5625,100,0.0,7.23523,3167.75635,689,15.37142856,39.34285716
2021-07-07 22:38:11,236,25.5625,100,0.0,7.23523,1692.95227,688,15.37142856,39.34285716
2021-07-07 22:38:31,237,25.5,100,0.0,7.23977,1333.91724,689,15.37142856,39.34285716
2021-07-07 22:38:50,238,25.5625,100,0.0,7.23523,1862.12976,693,15.37142856,39.34285716
2021-07-07 22:39:09,239,25.625,100,0.0,7.24431,5148.06787,672,15.37142856,39.34285716
2021-07-07 22:39:29,240,25.5625,100,0.0,7.23069,7276.87061,662,15.37142856,39.34285716
2021-07-07 22:39:49,241,25.625,100,0.0,7.23523,3372.53833,651,15.37142856,39.34285716
2021-07-07 22:40:08,242,25.5625,100,0.0,7.24431,5800.39258,661,15.37142856,39.34285716
2021-07-07 22:40:28,243,25.5625,100,0.0,7.23977,10101.05566,656,15.37142856,39.34285716
2021-07-07 22:40:47,244,25.5625,100,0.0,7.23523,18014.52539,652,15.37142856,39.34285716
2021-07-07 22:41:06,245,25.5625,100,0.0,7.23977,15288.625,656,15.37142856,39.34285716
2021-07-07 22:41:26,246,25.5625,100,0.0,7.23523,14201.37988,656,15.37142856,39.34285716
2021-07-07 22:41:45,247,25.5,100,0.0,7.22615,15100.59473,657,15.37142856,39.34285716
2021-07-07 22:42:05,248,25.5625,100,0.0,7.23523,28530.76953,656,15.37142856,39.34285716
2021-07-07 22:42:24,249,25.5625,100,0.0,7.23523,42010.77344,652,15.37142856,39.34285716
2021-07-07 22:42:44,250,25.5625,100,0.0,7.22615,44728.53125,659,15.37142856,39.34285716
2021-07-07 22:43:03,251,25.5,100,0.0,7.23069,35517.87891,661,15.37142856,39.34285716
2021-07-07 22:43:23,252,25.5625,100,0.0,7.23977,15870.27539,677,15.37142856,39.34285716
2021-07-07 22:44:19,253,25.5625,100,0.0,7.25338,24458.41992,659,15.37142856,39.34285716
2021-07-07 22:44:39,254,25.5625,100,0.0,7.23069,2925.95142,666,15.37142856,39.34285716
2021-07-07 22:44:58,255,25.625,100,0.0,7.23069,3560.8457,674,15.37142856,39.34285716
2021-07-07 22:45:18,256,25.5625,100,0.0,7.22615,1529.90747,669,15.37142856,39.34285716
2021-07-07 22:45:37,257,25.5625,100,0.0,7.23069,1803.58972,694,15.37142856,39.34285716
2021-07-07 22:45:57,258,25.5625,100,0.0,7.23069,1395.73657,677,15.37142856,39.34285716
2021-07-07 22:46:16,259,25.5625,100,0.0,7.23977,2825.63086,676,15.37142856,39.34285716
2021-07-07 22:46:36,260,25.5,100,0.0,7.23069,574.80627,688,15.37142856,39.34285716
2021-07-07 22:46:55,261,25.625,100,0.0,7.23977,539.0166,688,15.37142856,39.34285716
2021-07-07 22:47:15,262,25.5625,100,0.0,7.23069,435.39624,687,15.37142856,39.34285716
2021-07-07 22:47:34,263,25.5625,100,0.0,7.25338,1125.14392,686,15.37142856,39.34285716
2021-07-07 22:47:54,264,25.5625,100,0.0,7.23069,378.42673,692,15.37142856,39.34285716
2021-07-07 22:48:14,265,25.5625,100,0.0,7.23977,326.07892,699,15.37142856,39.34285716
2021-07-07 22:48:34,266,25.5625,100,0.0,7.23069,280.33026,700,15.37142856,39.34285716
2021-07-07 22:48:53,267,25.5625,100,0.0,7.23977,704.84412,708,15.37142856,39.34285716
2021-07-07 22:49:13,268,25.5625,100,0.0,7.24431,2442.65942,688,15.37142856,39.34285716
2021-07-07 22:49:32,269,25.5,100,0.0,7.23977,7125.13281,673,15.37142856,39.34285716
2021-07-07 22:49:52,270,25.5625,100,0.0,7.24431,298099.25,660,15.37142856,39.34285716
2021-07-07 22:50:11,271,25.5,100,0.0,7.23069,245715.5625,650,15.37142856,39.34285716
2021-07-07 22:50:31,272,25.5,100,0.0,7.23069,1347230.0,650,15.37142856,39.34285716
2021-07-07 22:50:50,273,25.5625,100,0.0,7.23523,23714966.0,646,15.37142856,39.34285716
2021-07-07 22:51:10,274,25.5,100,0.456,7.23523,11315202.0,646,15.37142856,39.34285716
2021-07-07 23:09:57,275,25.4375,100,0.0,7.23069,172879088.0,646,15.37142856,39.34285716
2021-07-07 23:10:36,276,25.5,100,0.0,7.23069,767226560.0,640,15.37142856,39.34285716
2021-07-07 23:12:54,277,25.4375,100,0.0,7.24431,196011504.0,656,15.37142856,39.34285716
